date,aud_to_usd,eur_to_usd,nzd_to_usd,gbp_to_usd,brl_to_usd,cad_to_usd,jpy_to_usd,kro_to_usd,chf_to_usd
2002-08-23,1.8406,1.0282,2.145,0.6572,3.095,1.5563,119.53,9.457,1.5128
2002-08-26,1.8376,1.0276,2.14,0.6563,3.076,1.5575,119.54,9.385,1.5125
2002-08-27,1.807,1.019,2.1195,0.6534,3.072,1.5523,118.31,9.2875,1.4969
2002-08-28,1.8149,1.0183,2.1322,0.6509,3.13,1.5599,118.31,9.307,1.4968
2002-08-29,1.8126,1.0174,2.1358,0.6458,3.11,1.5598,118.34,9.328,1.4941
2002-08-30,1.8198,1.0198,2.1372,0.6462,3.003,1.5585,118.76,9.4,1.5007
2002-09-02,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002-09-03,1.8298,1.1941,2.1436,0.64,3.102,1.5545,117.12,9.369,1.473
2002-09-04,1.8372,1.1978,2.1482,0.6393,3.134,1.5663,118.01,9.35,1.4751
2002-09-05,1.8454,1.009,2.1441,0.6386,3.1425,1.5672,118.34,9.346,1.4733
2002-09-06,1.8292,1.016,2.1268,0.6411,3.175,1.5637,118.48,9.3696,1.4825
2002-09-09,1.8292,1.0186,2.1313,0.6416,3.1225,1.5662,118.85,9.3725,1.4848
2002-09-10,1.8288,1.0254,2.1277,0.6433,3.151,1.5737,119.78,9.4255,1.496
2002-09-11,1.8262,1.0284,2.1263,0.6455,3.11,1.577,120.64,9.416,1.5067
2002-09-12,1.8123,1.0245,2.1097,0.6431,3.111,1.5848,120.68,9.419,1.5042
2002-09-13,1.8169,1.0264,2.1097,0.6416,3.145,1.5858,121.5,9.452,1.502
2002-09-16,1.8225,1.0285,2.1231,0.6477,3.19,1.583,122.17,9.364,1.51
2002-09-17,1.8268,1.0325,2.1299,0.6518,3.2245,1.5791,122.64,9.413,1.5202
2002-09-18,1.8232,1.0216,2.1259,0.6441,3.345,1.5835,121.49,9.303,1.4982
2002-09-19,1.8149,1.0186,2.1061,0.6433,3.411,1.5727,121.48,9.243,1.492
2002-09-20,1.8302,1.0164,2.1245,0.6428,3.435,1.573,123.16,9.193,1.488
2002-09-23,1.8359,1.0181,2.129,0.6421,3.569,1.5845,123.93,9.243,1.491
2002-09-24,1.8365,1.0188,2.124,0.6425,3.61,1.5856,123.38,9.268,1.4918
2002-09-25,1.8365,1.0207,2.1268,0.64,3.71,1.5812,122.72,9.3053,1.4933
2002-09-26,1.8372,1.0251,2.1263,0.6425,3.77,1.5769,122.59,9.371,1.5029
2002-09-27,1.8382,1.0233,2.1249,0.6432,3.835,1.5777,122.86,9.304,1.5008
2002-09-30,1.842,1.0122,2.1286,0.6369,3.803,1.5863,121.74,9.274,1.4758
2002-10-01,1.8443,1.0143,2.1231,0.6366,3.692,1.5863,122.73,9.219,1.4793
2002-10-02,1.8376,1.0161,2.1084,0.6388,3.581,1.5855,123.21,9.221,1.4836
2002-10-03,1.8298,1.0131,2.0934,0.6368,3.665,1.5903,123.04,9.198,1.4794
2002-10-04,1.8312,1.0182,2.0903,0.6373,3.635,1.5943,123.02,9.258,1.4893
2002-10-07,1.8192,1.0187,2.0644,0.6393,3.679,1.5922,124.44,9.275,1.49
2002-10-08,1.8282,1.0208,2.0747,0.6423,3.726,1.5935,124.26,9.353,1.4959
2002-10-09,1.8232,1.0134,2.0794,0.6412,3.8495,1.5933,123.55,9.29,1.4837
2002-10-10,1.8272,1.0141,2.0855,0.64,3.945,1.5916,123.64,9.2775,1.4841
2002-10-11,1.8232,1.0148,2.0803,0.6408,3.93,1.5888,124.04,9.246,1.486
2002-10-14,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002-10-15,1.8292,1.0194,2.0855,0.6434,3.855,1.5857,124.66,9.241,1.4958
2002-10-16,1.8225,1.0179,2.0799,0.6434,3.88,1.584,124.3,9.242,1.4924
2002-10-17,1.8182,1.029,2.0781,0.6441,3.88,1.5725,124.8,9.3825,1.5119
2002-10-18,1.8188,1.0301,2.0786,0.6468,3.88,1.5723,125.52,9.384,1.514
2002-10-21,1.8083,1.0275,2.0674,0.6486,3.913,1.5682,124.71,9.335,1.511
2002-10-22,1.8093,1.0223,2.0631,0.6467,3.931,1.568,125.09,9.3445,1.5015
2002-10-23,1.8096,1.0233,2.0657,0.6452,3.901,1.5685,124.17,9.385,1.5004
2002-10-24,1.8018,1.0265,2.0589,0.6461,3.857,1.561,124.77,9.37,1.5062
2002-10-25,1.8034,1.0239,2.0542,0.6438,3.786,1.5676,124.14,9.3405,1.5014
2002-10-28,1.7905,1.016,2.0437,0.6409,3.751,1.5607,123.64,9.242,1.4882
2002-10-29,1.7982,1.0151,2.0606,0.6416,3.835,1.5632,122.55,9.2505,1.487
2002-10-30,1.809,1.0168,2.0725,0.6423,3.73,1.5677,122.91,9.218,1.4893
2002-10-31,1.8025,1.012,2.0593,0.6398,3.624,1.561,122.78,9.1885,1.4805
2002-11-01,1.7873,1.2029,2.0325,0.6395,3.595,1.558,122.16,9.13,1.4673
2002-11-04,1.7825,1.1947,2.0137,0.6433,3.524,1.5562,122.46,9.165,1.47
2002-11-05,1.7809,1.2006,2.0153,0.64,3.553,1.5563,121.84,9.146,1.4635
2002-11-06,1.7809,1.2026,2.0198,0.6414,3.612,1.5586,122.22,9.137,1.4663
2002-11-07,1.7668,0.9909,2.2028,0.6331,3.626,1.5528,121.26,9.0515,1.4506
2002-11-08,1.7674,0.9863,2.008,0.6283,3.525,1.5644,119.72,8.9708,1.4434
2002-11-11,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002-11-12,1.7825,0.9896,2.0222,0.6298,3.593,1.5739,119.57,8.988,1.4465
2002-11-13,1.7864,0.994,2.0178,0.6309,3.651,1.5765,120.28,9.015,1.4577
2002-11-14,1.7775,0.9966,2.002,0.6334,3.705,1.5748,120.45,9.053,1.4615
2002-11-15,1.7768,0.9919,2.2008,0.6333,3.69,1.5815,120.37,09.01,1.4542
2002-11-18,1.7746,0.9918,2.0101,0.6333,3.5635,1.5903,121.15,8.989,1.4555
2002-11-19,1.7912,0.9894,2.0153,0.6297,3.572,1.5853,121.65,8.997,1.4527
2002-11-20,1.7873,0.9976,2.0105,0.6349,3.513,1.584,122.52,09.05,1.4649
2002-11-21,1.7787,1.2016,1.9881,0.6348,3.542,1.5783,122.92,9.018,1.4714
2002-11-22,1.7737,1.1934,1.99,0.6338,3.5758,1.5804,122.84,9.0395,1.4768
2002-11-25,1.7889,1.1963,2.2028,0.6383,3.554,1.5735,122.32,9.097,1.4839
2002-11-26,1.7867,1.1988,2.0202,0.6458,3.601,1.572,121.89,9.1365,1.4878
2002-11-27,1.7976,1.0106,2.0305,0.6477,3.59,1.575,122.21,9.169,1.4895
2002-11-28,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002-11-29,1.7854,1.1968,2.008,0.643,3.671,1.5658,122.72,9.076,1.486
2002-12-02,1.7886,1.1974,2.0101,0.6429,3.6225,1.5595,124.61,9.0745,1.4845
2002-12-03,1.7892,1.1932,2.1956,0.6375,3.676,1.5573,124.42,9.064,1.4767
2002-12-04,1.7844,1.2001,1.9972,0.6377,3.716,1.5579,124.84,9.075,1.4729
2002-12-05,1.7813,1.2011,1.9928,0.6366,3.753,1.5612,124.99,09.07,1.4731
2002-12-06,1.7848,0.992,1.994,0.6357,3.718,1.566,123.69,9.009,1.4602
2002-12-09,1.7762,0.9913,1.9857,0.6335,3.795,1.5615,123.36,9.012,1.4595
2002-12-10,1.7873,0.9928,1.9869,0.637,3.786,1.5612,123.66,09.03,1.4628
2002-12-11,1.7835,0.9918,1.9912,0.6352,3.783,1.5562,123.46,9.021,1.4621
2002-12-12,1.7696,0.9815,1.9627,0.6329,3.779,1.555,122.75,8.9445,1.449
2002-12-13,1.7712,0.9779,1.947,0.6291,3.72,1.5603,120.71,8.943,1.4421
2002-12-16,1.7668,0.9794,1.9474,0.6287,3.598,1.5627,121.28,8.902,1.4448
2002-12-17,1.7668,0.974,1.9327,0.6264,3.58,1.551,121.27,8.8695,1.4323
2002-12-18,1.7699,0.9752,1.9444,0.625,3.5325,1.5538,121.12,8.868,1.4296
2002-12-19,1.7699,0.9788,1.9361,0.6255,3.465,1.5478,120.86,8.916,1.431
2002-12-20,1.78,0.9739,1.9417,0.6244,3.439,1.5525,120.52,8.865,1.425
2002-12-23,1.7816,0.9788,1.941,0.6301,3.51,1.5508,120.77,8.93,1.425
2002-12-24,1.7762,0.9704,1.9354,0.6266,3.51,1.5482,120.27,8.864,1.4097
2002-12-25,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002-12-26,1.7771,0.9654,1.9327,0.6259,3.541,1.5532,120.12,8.811,1.4039
2002-12-27,1.7832,0.9605,1.9298,0.6241,3.554,1.5683,119.92,8.813,1.3954
2002-12-30,1.7743,0.956,1.9029,0.6233,3.545,1.5792,118.38,8.76,1.3922
2002-12-31,1.7778,0.9537,1.9088,0.6213,3.54,1.58,118.75,8.695,1.3833
2003-01-01,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003-01-02,1.7765,0.9652,1.915,0.626,3.5425,1.575,119.86,8.792,1.4015
2003-01-03,1.7683,0.9599,1.9062,0.6232,3.4306,1.5665,119.85,8.717,1.3975
2003-01-06,1.7355,0.9552,1.8758,0.6219,3.339,1.5598,119.06,8.677,1.3928
2003-01-07,1.7382,0.9598,1.8825,0.6229,3.313,1.559,120.18,8.695,1.3983
2003-01-08,1.7394,0.9572,1.8864,0.6225,3.295,1.5613,119.35,8.694,1.3963
2003-01-09,1.7346,0.9554,1.8847,0.6236,3.309,1.5541,119.57,8.713,1.3943
2003-01-10,1.7182,0.9492,1.866,0.6219,3.294,1.5502,119.44,8.678,1.386
2003-01-13,1.7144,0.9492,1.858,0.6238,3.307,1.5423,119.03,8.6985,1.3868
2003-01-14,1.7147,0.946,1.858,0.6223,3.265,1.5396,117.96,8.672,1.384
2003-01-15,1.71,0.9455,1.8587,0.6239,3.32,1.5353,117.91,8.67,1.3829
2003-01-16,1.7036,0.9462,1.8413,0.6222,3.289,1.5366,118.02,8.676,1.3828
2003-01-17,1.6923,0.9381,1.8146,0.6183,3.373,1.5355,117.88,8.6245,1.3678
2003-01-20,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003-01-21,1.7044,0.9366,1.8392,0.6202,3.461,1.5332,118.57,8.656,1.3687
2003-01-22,1.7059,0.9321,1.8392,0.6187,3.512,1.5324,118.15,8.623,1.3629
2003-01-23,1.6926,0.9288,1.8258,0.616,3.5305,1.524,117.83,8.6,1.358
2003-01-24,1.6886,0.9238,1.8175,0.6127,3.616,1.522,117.8,8.525,1.3528
2003-01-27,1.6961,0.9227,1.8208,0.6116,3.659,1.5246,118.64,8.525,1.3554
2003-01-28,1.6987,0.9231,1.8275,0.6098,3.638,1.5359,118.67,8.533,1.356
2003-01-29,1.6926,0.9207,1.8208,0.6076,3.617,1.5235,118.13,8.475,1.3512
2003-01-30,1.703,0.928,1.8352,0.6067,3.563,1.531,119.22,8.515,1.3629
2003-01-31,1.7065,0.9312,1.8382,0.608,3.513,1.5286,119.96,8.614,1.3683
2003-02-03,1.7114,0.9293,1.8386,0.6096,3.535,1.5207,120.47,8.565,1.3631
2003-02-04,1.6932,0.9195,1.8232,0.6068,3.558,1.5146,119.75,8.493,1.3493
2003-02-05,1.6943,0.9223,1.8225,0.6077,3.574,1.5195,119.78,8.535,1.354
2003-02-06,1.692,0.9235,1.8235,0.6115,3.606,1.5213,119.93,8.475,1.3541
2003-02-07,1.6941,0.9258,1.8258,0.6141,3.586,1.5215,120.4,8.49,1.3584
2003-02-10,1.6966,0.9311,1.8222,0.6144,3.605,1.5315,121.25,8.545,1.366
2003-02-11,1.6969,0.9305,1.8218,0.6176,3.581,1.5303,121.19,8.512,1.3653
2003-02-12,1.6949,0.9332,1.8208,0.619,3.595,1.529,121.3,8.5245,1.37
2003-02-13,1.6779,0.923,1.806,0.6169,3.64,1.5199,120.49,8.41,1.3559
2003-02-14,1.6889,0.926,1.8126,0.6209,3.664,1.5191,120.41,8.443,1.3618
2003-02-17,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003-02-18,1.6915,0.9339,1.8159,0.6281,3.5975,1.515,118.93,8.524,1.3745
2003-02-19,1.6827,0.9308,1.81,0.6267,3.61,1.514,118.65,8.477,1.3697
2003-02-20,1.6708,0.9241,1.7931,0.6279,3.626,1.5047,118.18,8.411,1.356
2003-02-21,1.6745,0.927,1.7915,0.6304,3.613,1.5052,118.78,8.46,1.3618
2003-02-24,1.651,0.9274,1.7687,0.6305,3.597,1.4944,117.78,8.465,1.3592
2003-02-25,1.6521,0.9275,1.7677,0.6358,3.608,1.4928,117.14,8.453,1.3538
2003-02-26,1.6461,0.9262,1.7693,0.6327,3.5885,1.4939,117.19,8.421,1.355
2003-02-27,1.6518,0.9291,1.7794,0.633,3.566,1.4954,117.58,8.482,1.3598
2003-02-28,1.6461,0.9277,1.7921,0.6354,3.565,1.488,118.22,8.505,1.3557
2003-03-03,1.6297,0.9229,1.7825,0.6347,3.57,1.4853,117.93,8.497,1.3468
2003-03-04,1.6295,0.9189,1.7819,0.6321,3.57,1.4775,117.96,8.425,1.34
2003-03-05,1.6231,0.9118,1.7705,0.6249,3.57,1.4727,117.32,8.378,1.3299
2003-03-06,1.6281,0.9093,1.7683,0.6231,3.53,1.4714,117.22,8.365,1.3314
2003-03-07,1.6295,0.9079,1.7819,0.6242,3.51,1.4665,116.47,8.373,1.3338
2003-03-10,1.6242,0.904,1.7813,0.6247,3.525,1.4659,116.55,8.367,1.3247
2003-03-11,1.6556,0.9068,1.8073,0.6235,3.489,1.4725,117.07,8.449,1.3316
2003-03-12,1.6781,0.9072,1.8169,0.62,3.48,1.4728,117.18,8.431,1.3315
2003-03-13,1.6832,0.92,1.8292,0.6228,3.4225,1.4855,118.31,8.5,1.349
2003-03-14,1.6762,0.9324,1.8146,0.6321,3.388,1.4822,118.59,8.577,1.369
2003-03-17,1.6886,0.9429,1.8228,0.6377,3.405,1.4835,118.45,8.668,1.3845
2003-03-18,1.6872,0.9413,1.8248,0.64,3.445,1.4788,118.9,8.699,1.3843
2003-03-19,1.6912,0.9443,1.8165,0.6391,3.476,1.4804,120.13,8.675,1.3903
2003-03-20,1.6849,0.9422,1.8067,0.6382,3.486,1.4788,120.05,8.639,1.387
2003-03-21,1.6935,0.9483,1.8242,0.6386,3.425,1.4905,121.42,8.703,1.4
2003-03-24,1.6815,0.9395,1.8136,0.635,3.407,1.4805,120.69,8.675,1.3847
2003-03-25,1.6756,0.9369,1.8142,0.6367,3.395,1.477,120.03,8.673,1.3805
2003-03-26,1.6745,0.9366,1.8288,0.6352,3.393,1.4711,120.13,8.653,1.3827
2003-03-27,1.6667,0.9339,1.8198,0.6379,3.402,1.4673,119.78,8.6425,1.3807
2003-03-28,1.6658,0.9292,1.8192,0.638,3.371,1.468,120.18,8.561,1.3724
2003-03-31,1.6543,0.9174,1.8057,0.6333,3.332,1.4695,118.07,8.4735,1.3538
2003-04-01,1.6543,0.9171,1.8034,0.6342,3.329,1.4729,118.25,8.483,1.3537
2003-04-02,1.6675,0.9289,1.8192,0.6386,3.285,1.4762,119.17,8.585,1.3794
2003-04-03,1.6678,0.9314,1.8238,0.6362,3.24,1.476,119.55,8.565,1.3809
2003-04-04,1.6639,0.9336,1.8464,0.6411,3.233,1.472,120.05,8.5927,1.3875
2003-04-07,1.675,0.9415,1.8605,0.6452,3.175,1.4843,120.41,8.6425,1.3995
2003-04-08,1.6656,0.936,1.8355,0.6449,3.175,1.4677,119.91,8.568,1.3905
2003-04-09,1.6578,0.9327,1.8328,0.6426,3.175,1.4678,120.55,8.527,1.3858
2003-04-10,1.6499,0.9257,1.8302,0.6362,3.22,1.457,119.58,8.475,1.3846
2003-04-11,1.6537,0.9301,1.8349,0.6364,3.223,1.4519,120.47,8.49,1.3933
2003-04-14,1.6581,0.9282,1.8292,0.6364,3.1825,1.4533,120.3,8.473,1.3895
2003-04-15,1.6513,0.9258,1.8136,0.6367,3.115,1.4515,120.2,8.484,1.3912
2003-04-16,1.6353,0.9198,1.7937,0.6353,3.064,1.4563,120.04,8.424,1.3785
2003-04-17,1.6268,0.9168,1.7957,0.635,3.035,1.449,119.3,8.402,1.377
2003-04-18,1.6276,0.9189,1.7969,0.6356,3.039,1.45,119.72,8.4125,1.381
2003-04-21,1.6287,0.9211,1.8002,0.6414,03.04,1.4547,120.55,8.42,1.3901
2003-04-22,1.6098,0.9119,1.7819,0.6342,3.057,1.4473,119.68,8.335,1.3708
2003-04-23,1.62,0.9133,1.7937,0.6323,3.007,1.4512,120.33,8.319,1.3759
2003-04-24,1.6116,0.9059,1.8008,0.6261,3.003,1.4579,119.83,8.25,1.359
2003-04-25,1.6255,0.9058,1.8067,0.6283,3.014,1.4535,120.25,8.264,1.3612
2003-04-28,1.615,0.9092,1.7973,0.6287,2.991,1.4504,120.34,8.323,1.3695
2003-04-29,1.6129,0.9083,1.7963,0.6288,2.9085,1.446,120.14,8.285,1.3688
2003-04-30,1.5969,0.8945,1.7857,0.625,2.887,1.4336,119.07,8.17,1.3545
2003-05-01,1.5828,0.8898,1.7806,0.621,2.9125,1.4191,118.56,8.118,1.342
2003-05-02,1.5878,0.8929,1.7771,0.6242,2.91,1.4221,119.1,8.147,1.348
2003-05-05,1.5765,0.8872,1.7652,0.6227,2.995,1.4134,118.64,8.067,1.344
2003-05-06,1.5667,0.8807,1.7528,0.6196,2.998,1.4085,117.94,8.1955,1.3331
2003-05-07,1.5718,0.8818,1.7683,0.6277,2.965,1.401,116.51,8.025,1.3264
2003-05-08,1.5567,0.8731,1.7425,0.6237,2.905,1.395,116.65,7.965,1.3172
2003-05-09,1.5509,0.8697,1.7349,0.6232,2.878,1.393,117.2,7.972,1.3114
2003-05-12,1.5427,0.8653,1.7235,0.6213,2.875,1.3885,116.94,7.944,1.3107
2003-05-13,1.5485,0.8696,1.7391,0.6214,2.88,1.3898,116.56,7.981,1.3168
2003-05-14,1.5446,0.8697,1.7376,0.6187,2.9,1.3786,116.16,7.982,1.3157
2003-05-15,1.5564,0.8728,1.7464,0.6149,2.926,1.3757,115.94,7.9958,1.3151
2003-05-16,1.538,0.8664,1.7316,0.6157,2.963,1.3672,116.01,7.925,1.3102
2003-05-19,1.5244,0.8557,1.7079,0.6115,2.9825,1.3604,116.58,7.857,1.2945
2003-05-20,1.5216,0.8558,1.7065,0.61,03.01,1.3446,116.77,7.865,1.294
2003-05-21,1.5237,0.8542,1.7138,0.6092,3.2025,1.3498,117.23,7.826,1.2903
2003-05-22,1.5186,0.8547,1.7156,0.6118,2.99,1.3679,117.25,7.8285,1.294
2003-05-23,1.5209,0.8485,1.7167,0.6106,2.927,1.3783,116.89,7.792,1.293
2003-05-26,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003-05-27,1.5186,0.8437,1.7141,0.6098,3.034,1.3754,117.12,7.753,1.2851
2003-05-28,1.5434,0.8516,1.7409,0.6116,03.02,1.3867,118.73,7.786,1.299
2003-05-29,1.5439,0.845,1.7367,0.6066,2.933,1.3769,118.45,7.7479,1.2898
2003-05-30,1.5354,0.8499,1.7364,0.61,2.979,1.3712,119.5,7.7654,1.3022
2003-06-02,1.5235,0.8515,1.7235,0.6108,2.977,1.3696,118.52,7.773,1.2973
2003-06-03,1.5154,0.8546,1.7271,0.6143,2.962,1.3768,119.27,7.7945,1.3127
2003-06-04,1.5022,0.8541,1.7232,0.6123,2.925,1.3575,118.6,7.8008,1.3129
2003-06-05,1.4984,0.8425,1.7212,0.6025,2.897,1.3404,117.61,7.6745,1.2973
2003-06-06,1.5172,0.8551,1.7325,0.6016,2.885,1.354,118.83,7.799,1.3233
2003-06-09,1.5191,0.8516,1.7397,0.6078,2.875,1.3585,118.11,7.7745,1.3131
2003-06-10,1.5232,0.8557,1.7425,0.6052,2.871,1.3649,117.68,7.799,1.3192
2003-06-11,1.5056,0.8501,1.7301,0.5997,2.877,1.3523,117.69,7.7275,1.306
2003-06-12,1.5033,0.8498,1.7271,0.5994,2.865,1.3492,117.66,7.725,1.3104
2003-06-13,1.499,0.8453,1.7232,0.5997,2.856,1.3362,117.46,7.6835,1.3047
2003-06-16,1.4979,0.8444,1.7182,0.5947,2.855,1.3397,117.79,7.671,1.3009
2003-06-17,1.4888,0.8466,1.7091,0.5938,2.886,1.3393,118.2,7.678,1.3051
2003-06-18,1.4861,0.854,1.7123,0.5953,2.907,1.3348,118.4,7.746,1.3205
2003-06-19,1.4934,0.8563,1.7167,0.5974,2.889,1.3508,118.74,7.7668,1.3246
2003-06-20,1.4981,0.8609,1.7109,0.6008,2.883,1.359,118.39,7.812,1.329
2003-06-23,1.5053,0.866,1.7082,0.5994,2.887,1.3561,117.55,7.892,1.3268
2003-06-24,1.5101,0.8697,1.7106,0.6022,2.861,1.3614,117.96,7.962,1.331
2003-06-25,1.4874,0.8627,1.7004,0.5957,2.86,1.3428,117.54,7.91,1.3257
2003-06-26,1.5035,0.875,1.7167,0.601,2.9,1.3542,119.32,8.026,1.3479
2003-06-27,1.5026,0.8754,1.7167,0.6064,2.882,1.3494,119.72,8.031,1.3508
2003-06-30,1.4896,0.8694,1.7047,0.605,2.862,1.3558,119.87,7.9985,1.3519
2003-07-01,1.4793,0.8636,1.6815,0.6015,2.849,1.3492,119.45,7.966,1.3412
2003-07-02,1.4686,0.8678,1.6784,0.6007,2.823,1.3368,118.63,7.9795,1.3474
2003-07-03,1.4656,0.8693,1.6784,0.5982,2.833,1.3368,118.24,7.9752,1.3465
2003-07-04,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003-07-07,1.4693,0.8818,1.6689,0.6055,2.8775,1.3486,118.08,8.1336,1.3681
2003-07-08,1.5221,0.8877,1.7059,0.6125,2.89,1.3702,118.58,8.126,1.3765
2003-07-09,1.5279,0.8841,1.7077,0.6133,2.86,1.3748,117.85,8.089,1.3665
2003-07-10,1.5181,0.878,1.6958,0.6125,2.895,1.3822,117.69,8.0286,1.3609
2003-07-11,1.5135,0.8846,1.6844,0.6126,2.907,1.3762,117.8,8.096,1.3724
2003-07-14,1.5152,0.8851,1.6941,0.6158,2.879,1.3739,117.54,8.085,1.3722
2003-07-15,1.5342,0.8902,1.715,0.6255,2.84,1.3927,117.24,8.15,1.3818
2003-07-16,1.5232,0.8921,1.7079,0.6269,2.864,1.3874,118.24,8.182,1.376
2003-07-17,1.5344,0.8957,1.7182,0.6292,2.86,1.3973,118.87,8.2675,1.3772
2003-07-18,1.5494,0.8898,1.7458,0.6302,2.87,1.4114,118.4,8.2328,1.3673
2003-07-21,1.5342,0.8814,1.7409,0.6246,2.8845,1.4052,118.35,8.175,1.3551
2003-07-22,1.5373,0.883,1.7391,0.6259,2.881,1.4106,119.34,8.195,1.3623
2003-07-23,1.5158,0.8708,1.7209,0.6215,2.898,1.399,118.77,8.024,1.346
2003-07-24,1.5042,0.874,1.7044,0.6207,2.885,1.3964,119.25,8.0516,1.3517
2003-07-25,1.5056,0.8686,1.7001,0.6174,2.8935,1.3813,118.82,7.993,1.343
2003-07-28,1.5063,0.8698,1.703,0.6146,2.8985,1.3827,119.42,7.9865,1.3456
2003-07-29,1.5031,0.8721,1.6918,0.6163,2.929,1.3857,119.78,8.0108,1.3497
2003-07-30,1.5326,0.8797,1.7141,0.6185,2.95,1.4002,120.55,8.077,1.3642
2003-07-31,1.5446,0.8904,1.7274,0.6215,2.965,1.4074,120.42,8.22,1.3736
2003-08-01,1.5295,0.8887,1.7074,0.6232,3.005,1.396,120,8.2235,1.3668
2003-08-04,1.5451,0.8821,1.7194,0.6219,3.113,1.4065,120.47,8.146,1.3505
2003-08-05,1.5466,0.8811,1.7221,0.6217,3.037,1.4045,119.95,8.135,1.352
2003-08-06,1.5468,0.8805,1.7224,0.6219,3.039,1.406,120.33,8.1075,1.3491
2003-08-07,1.5361,0.878,1.7197,0.6184,2.9975,1.3933,118.91,8.085,1.3475
2003-08-08,1.5302,0.8833,1.7161,0.6219,2.99,1.3935,119.02,8.133,1.3573
2003-08-11,1.5184,0.8811,1.701,0.6224,2.996,1.384,118.36,8.16,1.359
2003-08-12,1.5225,0.8846,1.7024,0.6239,3.025,1.3852,118.53,8.166,1.366
2003-08-13,1.5216,0.8836,1.7007,0.6218,03.03,1.3836,119.07,8.1565,1.366
2003-08-14,1.5239,0.889,1.7056,0.625,3,1.3937,119.14,8.188,1.3717
2003-08-15,1.5191,0.8885,1.6955,0.6266,3,1.3873,119.24,8.206,1.3724
2003-08-18,1.5239,0.8978,1.7059,0.6293,2.994,1.3913,119.43,8.3134,1.3928
2003-08-19,1.5237,0.8995,1.7091,0.63,2.992,1.401,119.26,8.3505,1.3922
2003-08-20,1.5168,0.9006,1.6978,0.6281,3.004,1.4028,118.23,8.3229,1.3904
2003-08-21,1.5302,0.9111,1.71,0.6311,3.0125,1.4067,117.58,8.3893,1.4058
2003-08-22,1.537,0.9199,1.71,0.6347,2.995,1.41,117.58,8.5095,1.4181
2003-08-25,1.5354,0.9181,1.7153,0.6358,2.992,1.3985,117.43,8.495,1.4141
2003-08-26,1.5492,0.918,1.7322,0.6356,2.991,1.3933,117.49,8.52,1.409
2003-08-27,1.561,0.9169,1.7498,0.6351,2.9815,1.4022,117.74,8.483,1.4099
2003-08-28,1.5649,0.9178,1.7559,0.6341,2.952,1.3973,117.44,8.4693,1.4125
2003-08-29,1.5408,0.9102,1.7286,0.634,2.965,1.385,116.71,8.3644,1.4005
2003-09-01,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003-09-02,1.562,0.9198,1.763,0.6353,2.975,1.3876,116.15,8.4345,1.4125
2003-09-03,1.5613,0.9221,1.7562,0.6356,2.957,1.3816,116.04,8.4065,1.4133
2003-09-04,1.5637,0.9175,1.7572,0.6335,2.942,1.3735,116.77,8.3667,1.4125
2003-09-05,1.5461,0.9031,1.7413,0.6293,2.91,1.3714,117.06,8.2312,1.389
2003-09-08,1.538,0.899,1.7295,0.6306,2.923,1.371,116.48,8.204,1.3842
2003-09-09,1.5198,0.8937,1.7126,0.6286,2.93,1.3668,116.33,8.1685,1.3825
2003-09-10,1.5209,0.8933,1.7194,0.629,2.906,1.3659,117.13,8.165,1.3875
2003-09-11,1.5163,0.894,1.7153,0.6275,2.905,1.3709,117.07,8.1245,1.3865
2003-09-12,1.5065,0.8844,1.7144,0.6226,2.9,1.363,117.38,08.04,1.3764
2003-09-15,1.5004,0.8846,1.7059,0.6243,2.886,1.366,117.41,8.097,1.378
2003-09-16,1.511,0.8956,1.7123,0.6301,2.897,1.369,116.27,8.145,1.3941
2003-09-17,1.5056,0.8898,1.7203,0.6233,2.9225,1.3667,115.99,8.062,1.3827
2003-09-18,1.5017,0.8897,1.7141,0.619,2.899,1.3644,115.27,8.0445,1.3843
2003-09-19,1.4865,0.8814,1.6952,0.6129,2.91,1.3469,113.99,7.9875,1.371
2003-09-22,1.4684,0.872,1.6742,0.6071,2.903,1.3474,111.95,7.8875,1.3548
2003-09-23,1.473,0.8705,1.681,0.6039,2.922,1.3561,111.65,7.78,1.3532
2003-09-24,1.4741,0.8717,1.6807,0.6039,2.913,1.3543,111.7,7.7445,1.3547
2003-09-25,1.4715,0.8708,1.6835,0.6029,2.932,1.3477,111.86,7.7495,1.3463
2003-09-26,1.4826,0.8709,1.701,0.6025,2.9325,1.3547,111.8,7.8017,1.344
2003-09-29,1.4826,0.8637,1.692,0.6009,2.936,1.3552,111.07,7.704,1.3312
2003-09-30,1.4712,0.8584,1.6807,0.6017,2.928,1.3507,111.43,7.7502,1.3208
2003-10-01,1.4641,0.8541,1.672,0.6,2.906,1.3481,110.61,7.7285,1.3148
