date,aud_to_usd,eur_to_usd,nzd_to_usd,gbp_to_usd,brl_to_usd,cad_to_usd,jpy_to_usd,kro_to_usd,chf_to_usd
2003-10-02,1.4607,0.8535,1.6689,0.597,2.896,1.3388,110.59,7.67,1.314
2003-10-03,1.4676,0.8624,1.6849,0.6013,2.886,1.3418,110.9,7.7685,1.3353
2003-10-06,1.4603,0.8543,1.6832,0.5973,2.876,1.3413,110.81,7.65,1.3215
2003-10-07,1.4476,0.8486,1.6722,0.6014,2.864,1.3295,109.81,7.6175,1.314
2003-10-08,1.4486,0.8471,1.6742,0.6025,2.8525,1.3332,109.55,7.597,1.3127
2003-10-09,1.4535,0.8551,1.6708,0.6021,2.835,1.3401,109.34,7.686,1.3239
2003-10-10,1.4459,0.8466,1.6686,0.6005,2.8415,1.321,108.57,7.635,1.3112
2003-10-13,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003-10-14,1.4516,0.853,1.6787,0.5975,2.835,1.3234,109.29,7.6475,1.32
2003-10-15,1.4497,0.8582,1.6818,0.5989,2.827,1.3243,109.56,7.689,1.3285
2003-10-16,1.4468,0.8573,1.6815,0.5967,2.845,1.3162,109.36,7.698,1.3278
2003-10-17,1.4455,0.8598,1.6787,0.5981,2.866,1.3145,109.57,7.723,1.3347
2003-10-20,1.442,0.8568,1.6753,0.5971,2.878,1.32,110.22,7.7676,1.3303
2003-10-21,1.4294,0.8565,1.6603,0.5972,2.87,1.316,109.69,7.7315,1.3296
2003-10-22,1.415,0.8471,1.6474,0.5905,2.862,1.3043,108.95,7.625,1.3142
2003-10-23,1.4288,0.8478,1.6412,0.5902,2.87,1.3087,109.59,7.674,1.3124
2003-10-24,1.4267,0.8451,1.6388,0.5892,2.867,1.3072,109.23,7.6753,1.3067
2003-10-27,1.4209,0.8502,1.6402,0.5899,2.871,1.3107,108.38,7.725,1.3159
2003-10-28,1.4182,0.8555,1.634,0.5898,2.8625,1.3108,108.33,7.7478,1.3287
2003-10-29,1.419,0.8567,1.6329,0.5887,2.854,1.3098,108.18,7.7181,1.3293
2003-10-30,1.4134,0.8551,1.6308,0.5874,2.853,1.3069,108.27,7.718,1.325
2003-10-31,1.413,0.8614,1.6345,0.5898,2.8645,1.3195,110.1,7.814,1.3382
2003-11-03,1.4314,0.8731,1.642,0.5957,2.855,1.3323,111.2,7.915,1.3607
2003-11-04,1.4251,0.8698,1.6361,0.5952,2.857,1.3321,109.6,7.855,1.3593
2003-11-05,1.4085,0.8716,1.6181,0.5959,2.861,1.3312,109.91,7.8675,1.3653
2003-11-06,1.4134,0.8759,1.6297,0.5991,2.883,1.3362,110.15,7.8865,1.3737
2003-11-07,1.41,0.8692,1.6231,0.5985,2.867,1.3237,109.29,7.7987,1.3635
2003-11-10,1.3953,0.8684,1.6088,0.5975,2.885,1.3108,107.98,7.7875,1.3662
2003-11-11,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003-11-12,1.3928,0.8586,1.5962,0.5963,2.919,1.3007,108.55,7.7,1.3473
2003-11-13,1.3897,0.8539,1.5881,0.5924,2.9375,1.3,108.33,7.6475,1.3425
2003-11-14,1.393,0.8516,1.5881,0.5938,2.948,1.3034,108.43,7.6279,1.3333
2003-11-17,1.4075,0.8515,1.5982,0.5922,2.9485,1.3143,108.98,7.6407,1.3245
2003-11-18,1.3866,0.8408,1.5775,0.5883,2.948,1.3025,108.11,7.54,1.3055
2003-11-19,1.3833,0.8397,1.5662,0.5889,2.945,1.304,109.06,7.5385,1.3032
2003-11-20,1.3816,0.8407,1.5564,0.5874,2.9465,1.3031,108.99,7.549,1.302
2003-11-21,1.3837,0.8394,1.561,0.5874,2.924,1.3042,108.87,7.52,1.2985
2003-11-24,1.3935,0.8498,1.5676,0.59,2.919,1.321,109.39,7.622,1.3198
2003-11-25,1.3916,0.8485,1.5696,0.5888,2.937,1.3135,109.72,7.6125,1.3172
2003-11-26,1.3818,0.8391,1.5581,0.5851,2.945,1.3045,109.11,7.578,1.299
2003-11-27,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003-11-28,1.382,0.8337,1.5637,0.5808,2.945,1.2973,109.53,7.551,1.2917
2003-12-01,1.3765,0.8364,1.5533,0.5811,2.9315,1.3023,109.61,7.542,1.3003
2003-12-02,1.3665,0.8275,1.5466,0.5783,2.93,1.2988,108.82,7.46,1.2875
2003-12-03,1.3591,0.8269,1.5418,0.5798,2.931,1.3,108.17,7.419,1.2888
2003-12-04,1.3631,0.828,1.5499,0.5814,2.943,1.3125,108.19,7.43,1.2906
2003-12-05,1.3591,0.8226,1.5509,0.579,2.94,1.3045,107.78,7.3635,1.2755
2003-12-08,1.351,0.8185,1.5449,0.5769,2.945,1.2967,107.23,7.314,1.2663
2003-12-09,1.3517,0.8177,1.5473,0.5737,2.9355,1.3092,107.3,7.305,1.2664
2003-12-10,1.3517,0.8187,1.542,0.5732,2.945,1.3078,108.4,7.3446,1.2657
2003-12-11,1.3596,0.8221,1.5516,0.5732,2.945,1.3272,108.23,7.3848,1.2758
2003-12-12,1.3468,0.8141,1.5427,0.5725,2.944,1.315,107.73,7.302,1.2628
2003-12-15,1.3461,0.8137,1.5418,0.5731,2.922,1.3129,107.52,7.342,1.2635
2003-12-16,1.3448,0.8112,1.537,0.5711,2.9375,1.3185,107.6,7.3275,1.2595
2003-12-17,1.3499,0.8077,1.543,0.5677,2.936,1.325,107.42,7.285,1.2553
2003-12-18,1.3561,0.808,1.5504,0.5658,2.933,1.3295,107.92,7.338,1.2555
2003-12-19,1.3578,0.8078,1.5528,0.5658,2.93,1.3405,107.94,7.326,1.2565
2003-12-22,1.3624,0.8055,1.5564,0.5671,2.925,1.332,107.4,7.325,1.254
2003-12-23,1.3585,0.8061,1.5601,0.5666,2.91,1.3244,107.44,7.315,1.2583
2003-12-24,1.3459,0.8023,1.5444,0.5634,2.914,1.3109,107.29,7.298,1.2466
2003-12-25,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003-12-26,1.3486,0.8038,1.543,0.5642,2.9,1.3067,107.18,7.32,1.2523
2003-12-29,1.3473,0.801,1.5415,0.5648,2.87,1.3103,106.93,7.27,1.2493
2003-12-30,1.3365,0.7987,1.5302,0.5622,2.899,1.3036,107,7.262,1.2452
2003-12-31,1.3298,0.7938,1.5251,0.5605,2.895,1.2923,107.13,7.195,1.238
2004-01-01,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004-01-02,1.32,0.7942,1.5179,0.5586,2.884,1.29,106.95,7.1903,1.239
2004-01-05,1.3017,0.7887,1.4888,0.5529,2.858,1.2803,106.1,7.1671,1.2322
2004-01-06,1.2984,0.7829,1.4888,0.5481,2.8575,1.2824,106.2,7.1347,1.2272
2004-01-07,1.3012,0.7896,1.4888,0.5497,2.869,1.2884,106.19,7.18,1.2385
2004-01-08,1.2895,0.783,1.4791,0.5453,2.85,1.279,106.17,7.138,1.2253
2004-01-09,1.2858,0.778,1.4661,0.5414,2.845,1.269,106.54,7.085,1.219
2004-01-12,1.284,0.7811,1.4616,0.5402,2.807,1.2735,106.48,7.126,1.2225
2004-01-13,1.2867,0.7852,1.4652,0.5425,2.81,1.2729,106.25,7.1761,1.2262
2004-01-14,1.2855,0.7858,1.4641,0.5432,2.8215,1.2866,106.06,7.2175,1.2268
2004-01-15,1.2984,0.7944,1.4859,0.5493,2.81,1.299,106.1,7.291,1.2422
2004-01-16,1.305,0.8068,1.5006,0.5557,2.825,1.2975,106.87,7.4085,1.2659
2004-01-19,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004-01-20,1.3002,0.7947,1.4986,0.5498,2.838,1.2861,107.17,7.288,1.2468
2004-01-21,1.2932,0.7926,1.4908,0.5466,2.846,1.3018,106.84,7.216,1.2426
2004-01-22,1.2835,0.7863,1.4773,0.5421,2.844,1.297,106.08,7.169,1.2338
2004-01-23,1.2963,0.793,1.4877,0.5494,2.844,1.3115,106.21,7.257,1.243
2004-01-26,1.2937,0.7967,1.4865,0.5495,2.843,1.313,106.15,7.308,1.2484
2004-01-27,1.2812,0.791,1.4717,0.5471,2.865,1.3048,105.56,7.245,1.2389
2004-01-28,1.284,0.7924,1.4738,0.5444,2.88,1.3218,105.52,7.249,1.243
2004-01-29,1.3184,0.8072,1.4986,0.5521,2.945,1.334,106.09,7.41,1.2621
2004-01-30,1.3115,0.8031,1.4914,0.549,2.924,1.3265,105.84,7.412,1.2593
2004-02-02,1.3217,0.8048,1.4874,0.55,2.9525,1.3385,105.59,7.3927,1.2628
2004-02-03,1.307,0.7961,1.4695,0.5441,2.928,1.3374,105.36,7.319,1.2478
2004-02-04,1.3116,0.7967,1.4611,0.5454,2.91,1.333,105.53,7.322,1.2497
2004-02-05,1.3063,0.7933,1.4531,0.5441,2.932,1.3318,105.52,7.2985,1.2443
2004-02-06,1.3023,0.7878,1.4486,0.5417,2.942,1.3297,105.57,7.183,1.2343
2004-02-09,1.2887,0.7891,1.4378,0.5382,2.932,1.3304,105.68,7.205,1.2373
2004-02-10,1.2798,0.7857,1.43,0.5348,2.917,1.3289,105.55,7.174,1.2331
2004-02-11,1.2723,0.7803,1.4298,0.5305,2.919,1.3178,105.37,7.1295,1.2293
2004-02-12,1.2679,0.7808,1.4292,0.5288,2.904,1.3188,105.42,7.138,1.2305
2004-02-13,1.2698,0.7843,1.4284,0.5311,2.92,1.3148,105.6,7.161,1.2372
2004-02-16,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004-02-17,1.2533,0.7783,1.413,0.5251,2.912,1.3108,105.8,7.158,1.2269
2004-02-18,1.261,0.7805,1.4194,0.5257,2.936,1.3182,106.37,7.18,1.2299
2004-02-19,1.2639,0.7883,1.4269,0.5285,2.949,1.3283,107.09,7.2265,1.2426
2004-02-20,1.292,0.796,1.4618,0.5357,2.972,1.3442,108.83,7.311,1.2572
2004-02-23,1.2915,0.7956,1.4639,0.5352,2.962,1.3363,108.22,7.314,1.2555
2004-02-24,1.2807,0.7879,1.448,0.5291,2.9625,1.3283,108.11,7.2565,1.2401
2004-02-25,1.295,0.7998,1.4541,0.5331,2.943,1.337,108.99,7.3845,1.2587
2004-02-26,1.2982,0.8036,1.4548,0.5374,2.9425,1.3433,109.59,7.411,1.2662
2004-02-27,1.2958,0.8038,1.4594,0.5384,2.915,1.3405,109.26,7.433,1.268
2004-03-01,1.2945,0.8044,1.451,0.5353,2.8905,1.3395,108.93,7.439,1.2703
2004-03-02,1.3141,0.8189,1.4686,0.5439,2.907,1.3437,110.27,7.5925,1.2963
2004-03-03,1.347,0.8273,1.5072,0.5497,2.882,1.348,110.25,7.6435,1.3038
2004-03-04,1.3282,0.818,1.4934,0.5479,2.8925,1.3326,110.74,7.533,1.2902
2004-03-05,1.318,0.8064,1.4832,0.5427,2.877,1.3191,111.42,7.3975,1.2726
2004-03-08,1.324,0.8083,1.483,0.5414,2.8825,1.3235,112.12,7.408,1.2788
2004-03-09,1.3098,0.8046,1.4643,0.5436,2.868,1.3188,111.2,7.366,1.2707
2004-03-10,1.3358,0.8179,1.5026,0.5556,2.89,1.3275,111.04,7.497,1.29
2004-03-11,1.3585,0.8151,1.5497,0.5553,2.91,1.3228,110.89,7.5034,1.2784
2004-03-12,1.3652,0.8203,1.5535,0.5573,2.906,1.3385,110.82,7.595,1.2865
2004-03-15,1.3607,0.8168,1.554,0.5558,2.9075,1.3322,110.48,7.552,1.2785
2004-03-16,1.3493,0.815,1.5392,0.5523,2.902,1.3333,108.95,7.536,1.28
2004-03-17,1.3528,0.8199,1.5432,0.5515,2.913,1.3419,108.18,7.573,1.2836
2004-03-18,1.3294,0.807,1.5202,0.5446,2.92,1.329,106.6,7.476,1.2572
2004-03-19,1.3378,0.8151,1.5251,0.5473,2.901,1.331,106.97,7.5244,1.271
2004-03-22,1.3249,0.8085,1.5063,0.541,2.912,1.328,106.84,7.4475,1.256
2004-03-23,1.3287,0.8123,1.5124,0.5405,2.921,1.332,106.63,7.4975,1.2603
2004-03-24,1.3355,0.8188,1.5251,0.5449,2.929,1.3385,106.23,7.601,1.268
2004-03-25,1.3501,0.8217,1.5444,0.5525,2.94,1.3303,106.06,7.624,1.275
2004-03-26,1.3463,0.827,1.5427,0.5524,2.938,1.3194,105.93,7.662,1.2878
2004-03-29,1.3362,0.8237,1.5316,0.5506,2.939,1.3097,105.52,7.6305,1.2872
2004-03-30,1.3278,0.8195,1.5225,0.547,2.919,1.308,105.61,7.592,1.279
2004-03-31,1.3123,0.8135,1.5038,0.5435,2.907,1.31,104.18,7.55,1.2677
2004-04-01,1.3036,0.8092,1.4975,0.5387,2.8925,1.3101,103.7,7.465,1.2627
2004-04-02,1.3186,0.8258,1.5191,0.5467,2.8985,1.314,104.55,7.616,1.2932
2004-04-05,1.3278,0.8328,1.5392,0.5513,2.882,1.3152,105.36,7.654,1.3049
2004-04-06,1.3132,0.8272,1.5284,0.5442,2.874,1.3095,105.9,7.62,1.2928
2004-04-07,1.3031,0.8216,1.5135,0.5432,2.876,1.313,105.2,7.53,1.2769
2004-04-08,1.3141,0.8273,1.5198,0.5457,2.877,1.326,106.1,7.5825,1.2829
2004-04-09,1.3118,0.8263,1.5158,0.5458,2.888,1.3292,106.45,7.578,1.2819
2004-04-12,1.3026,0.8286,1.5092,0.5447,2.888,1.3377,105.5,7.605,1.284
2004-04-13,1.325,0.8387,1.5298,0.5507,2.888,1.3363,106.96,7.6825,1.3025
2004-04-14,1.3626,0.8375,1.5773,0.5586,2.8955,1.3445,108.53,7.699,1.2992
2004-04-15,1.3552,0.8393,1.5716,0.5623,2.916,1.3485,108.58,7.7185,1.3036
2004-04-16,1.3412,0.8316,1.5608,0.5554,2.915,1.3445,107.69,7.65,1.2912
2004-04-19,1.3417,0.832,1.5542,0.5539,2.915,1.3467,108.5,7.661,1.2908
2004-04-20,1.3567,0.8396,1.5785,0.5582,2.921,1.3534,108.43,7.702,1.308
2004-04-21,1.3665,0.8437,1.6038,0.5643,2.9325,1.359,109.55,7.733,1.312
2004-04-22,1.3693,0.8431,1.6,0.5655,2.927,1.359,109.85,7.71,1.3136
2004-04-23,1.3723,0.8473,1.5995,0.5658,2.9135,1.3612,109.38,7.751,1.3202
2004-04-26,1.3633,0.8438,1.5883,0.56,2.913,1.3559,108.55,7.696,1.3111
2004-04-27,1.3633,0.8384,1.5868,0.5579,2.9185,1.3517,109.48,7.6375,1.2968
2004-04-28,1.3827,0.8453,1.608,0.5643,2.9395,1.3672,109.85,7.71,1.3095
2004-04-29,1.3893,0.8372,1.6088,0.5633,2.959,1.3697,109.96,7.648,1.2951
2004-04-30,1.387,0.8351,1.6021,0.5636,2.944,1.3711,110.37,7.6425,1.2984
2004-05-03,1.3893,0.8377,1.5977,0.5643,2.962,1.374,110.34,7.66,1.301
2004-05-04,1.3729,0.8281,1.5803,0.5584,2.968,1.3702,110.02,7.57,1.283
2004-05-05,1.363,0.822,1.5733,0.5577,2.964,1.3725,108.5,7.5085,1.2745
2004-05-06,1.3816,0.8271,1.5835,0.5574,2.995,1.3784,109.58,7.526,1.2833
2004-05-07,1.4223,0.8414,1.6213,0.5605,3.084,1.3858,112.3,7.654,1.302
2004-05-10,1.4472,0.845,1.6578,0.5642,3.105,1.3934,114.03,7.7526,1.303
2004-05-11,1.4382,0.8462,1.6548,0.57,3.085,1.3866,113.67,7.7725,1.3045
2004-05-12,1.4364,0.8396,1.6372,0.5636,3.1265,1.3878,113.21,7.69,1.289
2004-05-13,1.4531,0.8474,1.6611,0.5687,3.12,1.397,114.25,7.75,1.3076
2004-05-14,1.4503,0.8422,1.6556,0.5691,3.092,1.3928,114.3,7.7435,1.3005
2004-05-17,1.452,0.8327,1.6556,0.5651,3.126,1.3855,114.1,7.65,1.279
2004-05-18,1.4565,0.8354,1.6681,0.5651,3.122,1.3913,114.06,7.635,1.2824
2004-05-19,1.4331,0.8323,1.6447,0.5609,3.114,1.3769,112.77,7.576,1.2778
2004-05-20,1.443,0.8385,1.6562,0.5647,3.2085,1.3705,113.18,7.607,1.288
2004-05-21,1.4269,0.8327,1.6361,0.5593,3.187,1.3734,112.09,7.555,1.2797
2004-05-24,1.4323,0.8349,1.642,0.5584,3.2015,1.3697,112.66,7.597,1.2821
2004-05-25,1.4164,0.826,1.6213,0.5514,3.1475,1.3763,112.21,7.55,1.269
2004-05-26,1.4166,0.8263,1.6163,0.5512,3.18,1.3705,111.7,7.5215,1.2724
2004-05-27,1.393,0.8147,1.5743,0.5444,3.1475,1.358,110.77,7.417,1.246
2004-05-28,1.401,0.8185,1.5911,0.5456,3.111,1.3666,110.18,7.4579,1.2533
2004-05-31,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004-06-01,1.415,0.819,1.5903,0.5447,3.155,1.3687,110.45,7.4514,1.251
2004-06-02,1.4347,0.8163,1.6051,0.544,3.13,1.3618,110.28,7.4525,1.2459
2004-06-03,1.4601,0.8193,1.6236,0.5439,3.144,1.3606,111.14,7.497,1.252
2004-06-04,1.4447,0.8158,1.6147,0.5445,3.13,1.3505,111.27,7.4575,1.244
2004-06-07,1.4198,0.8117,1.5878,0.5439,3.116,1.345,109.61,7.4123,1.2371
2004-06-08,1.4265,0.8148,1.5946,0.5446,3.1195,1.3468,109.77,7.4225,1.2373
2004-06-09,1.4451,0.8267,1.6119,0.5467,3.113,1.3541,109.74,7.542,1.2526
2004-06-10,1.432,0.8258,1.576,0.5441,3.113,1.3572,109.33,7.555,1.2442
2004-06-11,1.4468,0.8326,1.5898,0.5502,3.15,1.3656,110.09,7.628,1.2597
2004-06-14,1.4529,0.8283,1.5987,0.551,3.162,1.3682,111.15,7.605,1.257
2004-06-15,1.4368,0.8238,1.5785,0.5471,3.128,1.3699,109.59,7.5448,1.2504
2004-06-16,1.4556,0.8329,1.5888,0.5476,3.1495,1.3772,110.15,7.621,1.2678
2004-06-17,1.462,0.8306,1.6021,0.5452,3.124,1.3752,109.63,7.6055,1.2565
2004-06-18,1.4482,0.8252,1.5944,0.5444,3.1425,1.3645,108.65,7.556,1.2443
2004-06-21,1.4482,0.8258,1.5936,0.5461,3.129,1.364,108.57,7.551,1.2469
2004-06-22,1.4588,0.827,1.5954,0.5489,3.135,1.3592,109,7.5825,1.251
2004-06-23,1.4567,0.8271,1.5977,0.5499,3.1285,1.3614,108.64,7.591,1.2536
2004-06-24,1.4294,0.8217,1.578,0.549,3.103,1.343,107.1,7.532,1.2425
2004-06-25,1.4306,0.8234,1.5711,0.5489,3.11,1.3489,107.82,7.546,1.2504
2004-06-28,1.429,0.8201,1.5596,0.5466,3.1375,1.3435,107.95,7.499,1.2482
2004-06-29,1.4476,0.8248,1.581,0.5528,3.12,1.3465,108.18,7.5325,1.2615
2004-06-30,1.4384,0.8211,1.5818,0.5517,3.105,1.3407,109.43,7.525,1.252
2004-07-01,1.4213,0.8225,1.5625,0.5507,3.083,1.3325,108.24,7.546,1.2509
2004-07-02,1.4035,0.8125,1.5461,0.5464,3.041,1.3254,108.6,7.466,1.2336
2004-07-05,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004-07-06,1.399,0.8137,1.538,0.5428,3.0435,1.3261,109.24,7.4761,1.2345
2004-07-07,1.3827,0.8075,1.523,0.5385,03.03,1.3196,108.38,7.415,1.2264
2004-07-08,1.3848,0.8071,1.5221,0.5386,3.043,1.3164,108.76,7.413,1.2247
2004-07-09,1.3839,0.8072,1.5198,0.5389,3.044,1.3207,108.21,7.4276,1.2258
2004-07-12,1.3736,0.8059,1.5124,0.5365,3.0425,1.3188,108.24,7.421,1.2243
2004-07-13,1.3858,0.8129,1.5251,0.5394,3.046,1.3259,109.37,7.485,1.2391
2004-07-14,1.3841,0.8074,1.5333,0.5387,3.027,1.3225,109.13,7.44,1.2288
2004-07-15,1.3822,0.8082,1.537,0.5392,3.025,1.324,109.52,7.4281,1.234
2004-07-16,1.368,0.8041,1.5195,0.5345,3,1.3092,108.77,7.391,1.2267
2004-07-19,1.3635,0.8044,1.5172,0.5338,2.998,1.3082,108.28,7.399,1.2281
2004-07-20,1.3674,0.808,1.5218,0.5389,3.2025,1.3099,108.38,7.439,1.2381
2004-07-21,1.4023,0.8181,1.5681,0.5448,3.0435,1.3242,110.1,7.5175,1.2549
2004-07-22,1.3982,0.8148,1.5557,0.5414,3.043,1.3136,109.68,7.494,1.2461
2004-07-23,1.4081,0.8249,1.5723,0.5458,3.0455,1.3219,110.11,7.587,1.2632
2004-07-26,1.4104,0.8241,1.5694,0.5437,3.072,1.332,110.08,7.5825,1.2634
2004-07-27,1.4273,0.8295,1.5936,0.5489,3.063,1.3353,111.09,7.637,1.275
2004-07-28,1.4327,0.8302,1.5931,0.5488,3.054,1.3309,111.78,7.656,1.2761
2004-07-29,1.4298,0.8285,1.578,0.5502,3.033,1.3259,111.88,7.6545,1.2754
2004-07-30,1.4215,0.8311,1.5723,0.55,3.0275,1.3296,111.39,7.6805,1.2796
2004-08-02,1.4201,0.831,1.561,0.5473,3.0505,1.3314,111.08,7.659,1.2784
2004-08-03,1.4192,0.8298,1.5504,0.5482,3.054,1.3185,110.6,7.6375,1.2789
2004-08-04,1.4211,0.8294,1.5501,0.548,3.058,1.3152,111.29,7.634,1.2748
2004-08-05,1.4209,0.8299,1.5509,0.5485,3.058,1.3178,111.53,7.6275,1.2764
2004-08-06,1.399,0.8149,1.5295,0.5417,03.04,1.31,110.05,7.486,1.2515
2004-08-09,1.3943,0.8156,1.5284,0.5434,3.0395,1.3165,110.57,7.491,1.2549
2004-08-10,1.3976,0.8126,1.5267,0.5439,3.022,1.3139,110.79,7.472,1.2528
2004-08-11,1.4021,0.8182,1.5291,0.547,3.038,1.324,110.78,7.5285,1.2605
2004-08-12,1.4031,0.8181,1.5209,0.5491,3.0345,1.3323,111.14,7.531,1.2587
2004-08-13,1.3966,0.8095,1.5035,0.5425,03.02,1.3092,110.67,7.465,1.2405
2004-08-16,1.3949,0.8108,1.5056,0.5437,3.0155,1.3076,110.64,7.481,1.2438
2004-08-17,1.399,0.8111,1.5042,0.5468,2.996,1.308,110.07,7.486,1.2471
2004-08-18,1.3996,0.8131,1.5063,0.5487,2.989,1.3074,109.71,7.502,1.2496
2004-08-19,1.3803,0.8085,1.4894,0.5461,2.978,1.2964,109.34,7.449,1.242
2004-08-20,1.3816,0.8114,1.4859,0.5491,2.978,1.298,109.32,7.464,1.2489
2004-08-23,1.392,0.8199,1.4981,0.5512,2.968,1.3065,109.47,7.525,1.265
2004-08-24,1.4156,0.8265,1.5328,0.5576,2.954,1.3048,109.63,7.574,1.2725
2004-08-25,1.4162,0.8271,1.5354,0.5566,2.949,1.3047,110.38,7.58,1.2734
2004-08-26,1.4265,0.8275,1.5411,0.5574,2.956,1.3123,109.73,7.558,1.2746
2004-08-27,1.4205,0.8316,1.5279,0.558,2.9585,1.3104,109.51,7.584,1.283
2004-08-30,1.4284,0.8299,1.5361,0.5579,2.944,1.3174,109.84,7.5694,1.279
2004-08-31,1.4142,0.8208,1.5235,0.5546,2.94,1.3166,109,7.492,1.2641
2004-09-01,1.4207,0.8211,1.5225,0.5574,2.928,1.3071,109.62,7.4925,1.2615
2004-09-02,1.4384,0.8221,1.5432,0.5582,2.937,1.2995,109.52,7.5045,1.2615
2004-09-03,1.4493,0.8297,1.5492,0.5631,2.9285,1.3005,110.47,7.574,1.2713
2004-09-06,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004-09-07,1.4424,0.8269,1.5466,0.5639,2.912,1.2882,109.32,7.549,1.2701
2004-09-08,1.4347,0.8221,1.5389,0.5592,2.902,1.2905,109.22,7.491,1.2624
2004-09-09,1.4535,0.8204,1.5363,0.5601,2.907,1.2878,109.69,7.468,1.264
2004-09-10,1.4351,0.8142,1.5223,0.5562,2.902,1.288,109.33,7.406,1.256
2004-09-13,1.437,0.8163,1.5253,0.5569,2.907,1.3,110.13,7.424,1.2593
2004-09-14,1.4225,0.8151,1.5088,0.5555,2.915,1.292,109.4,7.422,1.2581
2004-09-15,1.4399,0.8235,1.5221,0.5627,2.9075,1.2987,110.34,7.5235,1.2704
2004-09-16,1.431,0.8228,1.5158,0.5584,2.891,1.2914,109.75,7.5026,1.2713
2004-09-17,1.4345,0.8214,1.5163,0.558,2.8755,1.3002,109.97,7.47,1.2706
2004-09-20,1.4273,0.8216,1.5133,0.5593,2.864,1.2944,109.87,7.449,1.2729
2004-09-21,1.4263,0.8154,1.5122,0.5572,2.8755,1.2886,109.94,7.3827,1.2595
2004-09-22,1.4134,0.8156,1.5094,0.5571,2.871,1.2816,110.53,7.386,1.2608
2004-09-23,1.4008,0.8131,1.4975,0.5555,2.8725,1.2782,110.39,7.344,1.2584
2004-09-24,1.4008,0.8159,1.4972,0.5546,2.867,1.2763,110.72,7.3849,1.2638
2004-09-27,1.4019,0.8125,1.5004,0.5532,2.872,1.2738,111.13,7.3595,1.2589
2004-09-28,1.3966,0.8126,1.499,0.5523,2.865,1.2754,111.48,7.365,1.2613
2004-09-29,1.399,0.8125,1.4943,0.5565,2.856,1.273,110.9,7.36,1.262
2004-09-30,1.3805,0.8053,1.4804,0.5528,2.864,1.2648,110.2,7.289,1.2471
2004-10-01,1.3827,0.8065,1.4852,0.5563,2.84,1.2629,110.45,7.275,1.2496
2004-10-04,1.3875,0.8147,1.4937,0.5609,2.824,1.2726,111.13,7.381,1.2663
2004-10-05,1.3827,0.812,1.4854,0.5609,2.823,1.2625,111.21,7.3412,1.262
2004-10-06,1.382,0.8131,1.4804,0.5621,2.837,1.2592,111.34,7.3475,1.2638
2004-10-07,1.3761,0.8139,1.4804,0.5611,2.8545,1.2577,111.15,7.36,1.2645
2004-10-08,1.3602,0.8053,1.4635,0.5576,2.8175,1.2512,109.44,7.303,1.2488
2004-10-11,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004-10-12,1.3689,0.8117,1.4728,0.5593,2.826,1.2575,109.79,7.368,1.2564
2004-10-13,1.3822,0.8149,1.483,0.559,2.841,1.264,109.78,7.3825,1.26
2004-10-14,1.3671,0.8069,1.4663,0.5564,2.8675,1.2528,109.6,7.34,1.2452
2004-10-15,1.3667,0.8014,1.455,0.5541,2.857,1.252,109.14,7.29,1.2327
2004-10-18,1.3761,0.7987,1.4571,0.5552,2.8575,1.255,109.23,7.25,1.2296
2004-10-19,1.3727,0.799,1.4545,0.5544,2.876,1.2542,108.36,7.2572,1.2298
2004-10-20,1.3574,0.792,1.444,0.5498,2.887,1.2432,108.16,7.1776,1.2181
2004-10-21,1.3532,0.7923,1.4395,0.5465,2.851,1.2426,107.43,7.2,1.2168
2004-10-22,1.3521,0.7912,1.4401,0.5471,2.852,1.2379,107.42,7.1968,1.2163
2004-10-25,1.3376,0.7823,1.4251,0.5434,2.882,1.2232,106.61,7.0953,1.1982
2004-10-26,1.3405,0.7838,1.4335,0.5444,2.871,1.2246,106.63,7.0723,1.2015
2004-10-27,1.3405,0.7859,1.4378,0.5458,2.86,1.2253,106.67,7.088,1.2053
2004-10-28,1.3373,0.7838,1.4588,0.5459,2.864,1.2194,106.09,7.0839,1.1962
2004-10-29,1.339,0.7846,1.4633,0.5451,2.852,1.2209,106.04,7.0974,1.1988
2004-11-01,1.3405,0.7849,1.4624,0.5458,2.863,1.2229,106.41,7.0997,1.2028
2004-11-02,1.3428,0.7872,1.4605,0.5439,2.8435,1.2263,106.29,7.1406,1.2075
2004-11-03,1.3264,0.782,1.4545,0.5422,2.825,1.2121,106.2,7.088,1.1968
2004-11-04,1.3184,0.7762,1.4447,0.5423,2.812,1.2053,106.02,7.0536,1.1858
2004-11-05,1.3123,0.7729,1.4393,0.5393,2.815,1.1981,105.6,7.0236,1.1806
2004-11-08,1.3196,0.773,1.4438,0.5387,2.833,1.1925,105.57,7.0252,1.1798
